Date,Flow_0h,Flow_1h_P,Flow_2h_P,Rain_1h_P,Rain_2h_P,Level_0h,Level_1h_P,Level_2h_P,Level_2h_F,Level_change
202008090750,1032.533,0.67,-5.586,13.4,15.4,2.5,0,0,2.54,0.04
202008090800,1033.582,7.293,-0.128,13.8,16.8,2.51,0.02,0.01,2.54,0.03
202008090810,1026.503,14.34,9.994,13.8,17.8,2.51,0.01,0.01,2.56,0.05
202008090820,1028.811,24.021,16.964,11.2,18,2.51,0.01,0.01,2.57,0.06
202008090830,1029.189,32.72,33.742,9.6,18.2,2.51,0.01,0.01,2.58,0.07
202008090840,1028.008,45.485,45.709,7.2,18.4,2.52,0.02,0.02,2.59,0.07
202008090850,1028.187,59.927,60.597,5,18.4,2.52,0.02,0.02,2.6,0.08
202008090900,1026.525,69.073,76.366,3.4,17.2,2.52,0.01,0.03,2.62,0.1
202008090910,1027.525,84.457,98.797,3.2,17,2.52,0.01,0.02,2.63,0.11
202008090920,1029.035,90.566,114.587,3.6,14.8,2.52,0.01,0.02,2.65,0.13
202008090930,1029.859,93.752,126.472,4.2,13.8,2.53,0.02,0.03,2.67,0.14
202008090940,1035.301,86.205,131.69,5.4,12.6,2.53,0.01,0.03,2.7,0.17
202008090950,1042.527,79.174,139.101,5.6,10.6,2.54,0.02,0.04,2.72,0.18
202008091000,1050.546,73.573,142.646,7,10.4,2.54,0.02,0.03,2.75,0.21
202008091010,1060.245,58.1,142.557,8,11.2,2.56,0.04,0.05,2.78,0.22
202008091020,1074.52,55.897,146.463,8,11.6,2.57,0.05,0.06,2.82,0.25
202008091030,1089.786,54.232,147.984,8.2,12.4,2.58,0.05,0.07,2.85,0.27
202008091040,1104.374,61.302,147.507,7.2,12.6,2.59,0.06,0.07,2.89,0.3
202008091050,1126.984,66.637,145.811,7,12.6,2.6,0.06,0.08,2.93,0.33
202008091100,1141.112,73.053,146.626,6.8,13.8,2.62,0.08,0.1,2.97,0.35
202008091110,1153.997,80.808,138.908,7.2,15.2,2.63,0.07,0.11,3.02,0.39
202008091120,1160.725,82.138,138.035,9.8,17.8,2.65,0.08,0.13,3.06,0.41
202008091130,1168.96,86.351,140.583,10.2,18.4,2.67,0.09,0.14,3.1,0.43
202008091140,1177.947,92.742,154.044,11.4,18.6,2.7,0.11,0.17,3.14,0.44
202008091150,1185.084,94.408,161.045,12.2,19.2,2.72,0.12,0.18,3.2,0.48
202008091200,1197.009,94.339,167.392,11.6,18.4,2.75,0.13,0.21,3.24,0.49
202008091210,1208.229,93.918,174.726,10,17.2,2.78,0.15,0.22,3.3,0.52
202008091220,1222.027,94.377,176.515,7.8,17.6,2.82,0.17,0.25,3.36,0.54
202008091230,1235.597,96.428,182.779,7.2,17.4,2.85,0.18,0.27,3.43,0.58
202008091240,1251,96.98,189.722,6,17.4,2.89,0.19,0.3,3.5,0.61
202008091250,1265.892,100.469,194.877,5,17.2,2.93,0.21,0.33,3.57,0.64
202008091300,1279.147,104.194,198.533,5,16.6,2.97,0.22,0.35,3.65,0.68
202008091310,1294.58,117.092,211.01,5.2,15.2,3.02,0.24,0.39,3.75,0.73
202008091320,1314.769,126.069,220.446,6.6,14.4,3.06,0.24,0.41,3.84,0.78
202008091330,1330.005,128.734,225.162,7.2,14.4,3.1,0.25,0.43,3.94,0.84
202008091340,1345.339,131.228,228.208,8,14,3.14,0.25,0.44,4.06,0.92
202008091350,1359.81,144.755,245.224,9.6,14.6,3.2,0.27,0.48,4.17,0.97
202008091400,1373.524,153.031,257.225,10.4,15.4,3.24,0.27,0.49,4.31,1.07
202008091410,1391.008,184.797,301.889,11.6,16.8,3.3,0.28,0.52,4.42,1.12
202008091420,1411.749,194.709,320.778,11.6,18.2,3.36,0.3,0.54,4.56,1.2
202008091430,1430.474,201.386,330.12,12.8,20,3.43,0.33,0.58,4.69,1.26
202008091440,1449.533,206.202,337.43,15.4,23.4,3.5,0.36,0.61,4.82,1.32
202008091450,1476.902,205.826,350.581,16.8,26.4,3.57,0.37,0.64,4.96,1.39
202008091500,1499.593,211.704,364.735,19.2,29.6,3.65,0.41,0.68,5.08,1.43
202008091510,1519.742,207.104,391.901,19.8,31.4,3.75,0.45,0.73,5.24,1.49
202008091520,1542.977,218.469,413.178,19.6,31.2,3.84,0.48,0.78,5.36,1.52
202008091530,1575.229,246.449,447.835,18.6,31.4,3.94,0.51,0.84,5.51,1.57
202008091540,1602.564,276.905,483.107,18.6,34,4.06,0.56,0.92,5.64,1.58
202008091550,1661.699,291.673,497.499,17.4,34.2,4.17,0.6,0.97,5.76,1.59
202008091600,1694.302,350.946,562.65,18,37.2,4.31,0.66,1.07,5.88,1.57
202008091610,1721.128,367.579,574.683,18.2,38,4.42,0.67,1.12,6.01,1.59
202008091620,1749.179,373.137,591.606,18.2,37.8,4.56,0.72,1.2,6.12,1.56
202008091630,1781.055,380.733,627.182,18,36.6,4.69,0.75,1.26,6.27,1.58
202008091640,1814.268,363.5,640.405,15.4,34,4.82,0.76,1.32,6.36,1.54
202008091650,1868.803,378.831,670.504,13.4,30.8,4.96,0.79,1.39,6.45,1.49
202008091700,1912.771,355.023,705.969,9.2,27.2,5.08,0.77,1.43,6.55,1.47
202008091710,1967.577,335.36,702.939,7.8,26,5.24,0.82,1.49,6.65,1.41
202008091720,2026.084,347.106,720.243,6,24.2,5.36,0.8,1.52,6.73,1.37
202008091730,2072.728,359.946,740.679,4.2,22.2,5.51,0.82,1.57,6.82,1.31
202008091740,2165.214,373.08,736.58,3,18.4,5.64,0.82,1.58,6.89,1.25
202008091750,2236.382,362.871,741.702,2.6,16,5.76,0.8,1.59,6.95,1.19
202008091800,2285.908,493.698,848.721,2.2,11.4,5.88,0.8,1.57,7.02,1.14
202008091810,2348.31,497.261,832.621,0.8,8.6,6.01,0.77,1.59,7.07,1.06
202008091820,2389.584,485.694,832.8,0.6,6.6,6.12,0.76,1.56,7.13,1.01
202008091830,2451.559,466.042,825.988,0.6,4.8,6.27,0.76,1.58,7.17,0.9
202008091840,2520.237,479.449,852.529,0.6,3.6,6.36,0.72,1.54,7.23,0.87
202008091850,2571.742,492.623,855.494,0.8,3.4,6.45,0.69,1.49,7.24,0.79
202008091900,2633.014,353.506,847.204,1.2,3.4,6.55,0.67,1.47,7.28,0.73
202008091910,2708.256,353.057,850.318,2,2.8,6.65,0.64,1.41,7.32,0.67
202008091920,2762.664,357.626,843.32,3.2,3.8,6.73,0.61,1.37,7.35,0.62
202008091930,2814.43,360.534,826.576,4,4.6,6.82,0.55,1.31,7.37,0.55
202008091940,3013.935,347.01,826.459,5.2,5.8,6.89,0.53,1.25,7.42,0.53
202008091950,3069.003,341.416,834.039,5.4,6.2,6.95,0.5,1.19,7.44,0.49
202008092000,3118.708,343.809,697.315,5.6,6.8,7.02,0.47,1.14,7.45,0.43
202008092010,3174.298,341.931,694.988,5,7,7.07,0.42,1.06,7.47,0.4
202008092020,3242.113,353.238,710.864,4.4,7.6,7.13,0.4,1.01,7.47,0.34
202008092030,3307.053,357.868,718.402,4,8,7.17,0.35,0.9,7.49,0.32
202008092040,3367.441,360.592,707.602,3.8,9,7.23,0.34,0.87,7.52,0.29
202008092050,3422.06,361.664,703.08,4.8,10.2,7.24,0.29,0.79,7.55,0.31
202008092100,3476.334,360.617,704.426,5,10.6,7.28,0.26,0.73,7.56,0.28
202008092110,3534.832,363.752,705.683,5.2,10.2,7.32,0.25,0.67,7.57,0.25
202008092120,3589.123,358.981,712.219,5,9.4,7.35,0.22,0.62,7.59,0.24
202008092130,3648.469,346.1,703.968,5,9,7.37,0.2,0.55,7.62,0.25
202008092140,3711.25,337.877,698.469,3.8,7.6,7.42,0.19,0.53,7.59,0.17
202008092150,3763.991,334.904,696.568,2.6,7.4,7.44,0.2,0.49,7.63,0.19
202008092200,3829.572,321.375,681.992,2.2,7.2,7.45,0.17,0.43,7.64,0.19
202008092210,3892.7,312.019,675.771,1.6,6.8,7.47,0.15,0.4,7.67,0.2
202008092220,3949.715,293.906,652.887,1,6,7.47,0.12,0.34,7.66,0.19
202008092230,4010.133,288.569,634.669,0.6,5.6,7.49,0.12,0.32,7.69,0.2
202008092240,4071.867,287.457,625.334,0.8,4.6,7.52,0.1,0.29,7.69,0.17
202008092250,4127.743,264.202,599.106,0.6,3.2,7.55,0.11,0.31,7.7,0.15
202008092300,4188.553,255.205,576.58,0.2,2.4,7.56,0.11,0.28,7.71,0.15
202008092310,4238.8,248.594,560.613,0.2,1.8,7.57,0.1,0.25,7.72,0.15
202008092320,4287.592,239.369,533.275,0.2,1.2,7.59,0.12,0.24,7.72,0.13
202008092330,4345.037,221.598,510.167,0.2,0.8,7.62,0.13,0.25,7.74,0.12
202008092340,4393.242,201.934,489.391,0,0.8,7.59,0.07,0.17,7.75,0.16
202008092350,4439.762,173.426,437.628,0,0.6,7.63,0.08,0.19,7.75,0.12
202008092400,4482.459,127.563,382.768,0,0.2,7.64,0.08,0.19,7.77,0.13
202008100010,4527.369,171.637,420.231,0,0.2,7.67,0.1,0.2,7.77,0.1
202008100020,4575.049,113.541,352.91,0,0.2,7.66,0.07,0.19,7.78,0.12
202008100030,4609.239,140.297,361.895,0,0.2,7.69,0.07,0.2,7.76,0.07
202008100040,4648.447,160.284,362.218,0.2,0.2,7.69,0.1,0.17,7.81,0.12
202008100050,4688.356,162.423,335.849,0.2,0.2,7.7,0.07,0.15,7.82,0.12
202008100100,4721.828,139.025,266.588,0.2,0.2,7.71,0.07,0.15,7.81,0.1
202008100110,4748.967,88.111,259.748,0.2,0.2,7.72,0.05,0.15,7.8,0.08
202008100120,4776.983,185.243,298.784,0.2,0.2,7.72,0.06,0.13,7.81,0.09
202008100130,4782.665,150.199,290.496,0.2,0.2,7.74,0.05,0.12,7.82,0.08
202008100140,4776.01,34.113,194.397,0,0.2,7.75,0.06,0.16,7.84,0.09
202008100150,4859.993,26.419,188.842,0.2,0.4,7.75,0.05,0.12,7.83,0.08
202008100200,4835.369,45.8,184.825,0.2,0.4,7.77,0.06,0.13,7.83,0.06
202008100210,4889.264,99.268,187.379,0.2,0.4,7.77,0.05,0.1,7.83,0.06
202008100220,4937.267,64.945,250.188,0.2,0.4,7.78,0.06,0.12,7.81,0.03
202008100230,4945.088,41.092,191.291,0.2,0.4,7.76,0.02,0.07,7.82,0.06
202008100240,4915.035,149.032,183.145,0.2,0.2,7.81,0.06,0.12,7.82,0.01
202008100250,4948.104,186.876,213.295,0.2,0.4,7.82,0.07,0.12,7.81,-0.01
202008100300,5020.612,219.125,264.925,0.8,1,7.81,0.04,0.1,7.81,0
202008100310,5039.463,161.953,261.221,1,1.2,7.8,0.03,0.08,7.82,0.02
202008100320,4971.38,142.736,207.681,1.2,1.4,7.81,0.03,0.09,7.8,-0.01
202008100330,4971.507,169.178,210.27,1.4,1.6,7.82,0.06,0.08,7.81,-0.01
202008100340,4960.835,141.003,290.035,1.4,1.6,7.84,0.03,0.09,7.81,-0.03
202008100350,5047.372,118.119,304.995,1.6,1.8,7.83,0.01,0.08,7.79,-0.04
202008100400,5085.557,115.937,335.062,1.2,2,7.83,0.02,0.06,7.81,-0.02
202008100410,5080.555,96.732,258.685,1,2,7.83,0.03,0.06,7.81,-0.02
202008100420,5120.412,99.664,242.4,0.8,2,7.81,0,0.03,7.79,-0.02
202008100430,5158.383,94.33,263.508,0.6,2,7.82,0,0.06,7.82,0
202008100440,5179.96,99.564,240.567,0.6,2,7.82,-0.02,0.01,7.81,-0.01
202008100450,5209.325,94.186,212.305,0.2,1.8,7.81,-0.02,-0.01,7.82,0.01
202008100500,5228.293,93.911,209.848,0,1.2,7.81,-0.02,0,7.78,-0.03
202008100510,5249.733,111.277,208.009,0,1,7.82,-0.01,0.02,7.81,-0.01
202008100520,5261.415,109.207,208.871,0.2,1,7.8,-0.01,-0.01,7.82,0.02
202008100530,5276.502,111.021,205.351,0.4,1,7.81,-0.01,-0.01,7.83,0.02
202008100540,5295.897,114.625,214.189,0.4,1,7.81,-0.01,-0.03,7.84,0.03
202008100550,5306.057,131.368,225.554,0.4,0.6,7.79,-0.02,-0.04,7.85,0.06
202008100600,5327.957,144.013,237.924,0.4,0.4,7.81,0,-0.02,7.87,0.06
202008100610,5344.063,145.378,256.655,0.4,0.4,7.81,-0.01,-0.02,7.88,0.07
202008100620,5360.979,169.9,279.107,0.2,0.4,7.79,-0.01,-0.02,7.88,0.09
202008100630,5370.688,185.813,296.834,0,0.4,7.82,0.01,0,7.89,0.07
202008100640,5389.808,196.372,310.997,0,0.4,7.81,0,-0.01,7.9,0.09
202008100650,5417.334,206.113,337.481,0,0.4,7.82,0.03,0.01,7.94,0.12
202008100700,5437.164,211.163,355.176,0,0.4,7.78,-0.03,-0.03,7.92,0.14
202008100710,5455.084,232.574,377.952,0,0.4,7.81,0,-0.01,7.94,0.13
202008100720,5475.604,230.687,400.587,0,0.2,7.82,0.03,0.02,7.97,0.15
202008100730,5502.056,232.581,418.394,0,0,7.83,0.01,0.02,7.99,0.16
202008100740,5533.821,250.793,447.165,0,0,7.84,0.03,0.03,8.01,0.17
202008100750,5562.712,265.756,471.869,0,0,7.85,0.03,0.06,8.06,0.21
202008100800,5607.064,287.669,498.832,0,0,7.87,0.09,0.06,8.09,0.22
202008100810,5640.897,297.669,530.243,0,0,7.88,0.07,0.07,8.12,0.24
202008100820,5671.976,315.665,546.352,0,0,7.88,0.06,0.09,8.16,0.28
202008100830,5708.169,349.977,582.558,0,0,7.89,0.06,0.07,8.17,0.28
202008100840,5744.984,489.986,740.779,0,0,7.9,0.06,0.09,8.21,0.31
202008100850,5795.286,501.993,767.749,0,0,7.94,0.09,0.12,8.26,0.32
202008100900,5837.751,490.003,777.672,0,0,7.92,0.05,0.14,8.28,0.36
202008100910,5873.478,487.444,785.113,0,0,7.94,0.06,0.13,8.32,0.38
202008100920,5922.769,492.367,808.032,0,0,7.97,0.09,0.15,8.35,0.38
202008100930,5973.925,481.876,831.853,0,0,7.99,0.1,0.16,8.42,0.43
202008100940,6032.653,359.561,849.547,0,0,8.01,0.11,0.17,8.44,0.43
202008100950,6092.955,452.688,954.681,0,0,8.06,0.12,0.21,8.5,0.44
202008101000,6153.416,522.09,1012.093,0,0,8.09,0.17,0.22,8.54,0.45
202008101010,6223.455,517.264,1004.708,0,0,8.12,0.18,0.24,8.57,0.45
202008101020,6412.755,513.166,1005.533,0,0,8.16,0.19,0.28,8.64,0.48
202008101030,6475.918,559.258,1041.134,0,0,8.17,0.18,0.28,8.67,0.5
202008101040,6522.656,572.59,932.151,0,0,8.21,0.2,0.31,8.7,0.49
202008101050,6580.399,482.686,935.374,0.2,0.2,8.26,0.2,0.32,8.76,0.5
202008101100,6645.783,446.333,968.423,0.2,0.2,8.28,0.19,0.36,8.85,0.57
202008101110,6705.331,572.721,1089.985,0.4,0.4,8.32,0.2,0.38,8.88,0.56
202008101120,6772.316,552.79,1065.956,1.4,1.4,8.35,0.19,0.38,8.93,0.58
202008101130,6928.606,515.445,1074.703,2,2,8.42,0.25,0.43,8.97,0.55
202008101140,7044.746,506.303,1078.893,2.2,2.2,8.44,0.23,0.43,9.03,0.59
202008101150,7097.663,510.953,993.639,2.4,2.6,8.5,0.24,0.44,9.1,0.6
202008101200,7158.949,472.563,918.896,3.6,3.8,8.54,0.26,0.45,9.18,0.64
202008101210,7264.589,400.922,973.643,5.4,5.8,8.57,0.25,0.45,9.19,0.62
202008101220,7344.906,469.26,1022.05,5.2,6.6,8.64,0.29,0.48,9.27,0.63
202008101230,7411.292,446.287,961.732,5.4,7.4,8.67,0.25,0.5,9.32,0.65
202008101240,7491.079,426.284,932.587,6.2,8.4,8.7,0.26,0.49,9.37,0.67
202008101250,7670.384,408.623,919.576,9,11.4,8.76,0.26,0.5,9.41,0.65
202008101300,7711.739,401.684,874.247,10.8,14.4,8.85,0.31,0.57,9.47,0.62
202008101310,7780.034,83.445,484.367,10.6,16,8.88,0.31,0.56,9.52,0.64
202008101320,7851.209,-22.873,446.387,10.2,15.4,8.93,0.29,0.58,9.53,0.6
202008101330,7922.245,-73.114,373.173,9.8,15.2,8.97,0.3,0.55,9.58,0.61
202008101340,7963.642,-105.718,320.566,9,15.2,9.03,0.33,0.59,9.63,0.6
202008101350,8071.306,-139.33,269.293,5.8,14.8,9.1,0.34,0.6,9.65,0.55
202008101400,8180.999,-134.455,267.229,3,13.8,9.18,0.33,0.64,9.7,0.52
202008101410,8226.321,113.479,196.924,1.2,11.8,9.19,0.31,0.62,9.72,0.53
202008101420,8277.493,154.798,131.925,0.8,11,9.27,0.34,0.63,9.75,0.48
202008101430,8330.868,194.216,121.102,0.4,10.2,9.32,0.35,0.65,9.79,0.47
202008101440,8365.326,221.86,116.142,0.2,9.2,9.37,0.34,0.67,9.83,0.46
202008101450,8154.751,355.53,216.2,0.2,6,9.41,0.31,0.65,9.86,0.45
202008101500,8158.126,407.296,272.841,0,3,9.47,0.29,0.62,9.92,0.45
202008101510,8153.207,449.202,562.681,0,1.2,9.52,0.33,0.64,9.94,0.42
202008101520,8171.775,442.25,597.048,0,0.8,9.53,0.26,0.6,9.95,0.42
202008101530,8191.538,439.786,634.002,0,0.4,9.58,0.26,0.61,10,0.42
202008101540,8230.871,422.305,644.165,0,0.2,9.63,0.26,0.6,10.06,0.43
202008101550,8268.23,285.215,640.745,0,0.2,9.65,0.24,0.55,10.08,0.43
202008101600,8312.924,247.089,654.385,0,0,9.7,0.23,0.52,10.09,0.39
202008101610,8347.423,332.473,781.675,0,0,9.72,0.2,0.53,10.13,0.41
202008101620,8393.635,312.777,755.027,0,0,9.75,0.22,0.48,10.17,0.42
202008101630,8547.068,301.445,741.231,0,0,9.79,0.21,0.47,10.18,0.39
202008101640,8638.167,284.457,706.762,0,0,9.83,0.2,0.46,10.22,0.39
202008101650,8717.432,286.303,571.518,0,0,9.86,0.21,0.45,10.22,0.36
202008101700,8755.174,248.435,495.524,0,0,9.92,0.22,0.45,10.26,0.34
202008101710,8787.209,105.14,437.613,0.2,0.2,9.94,0.22,0.42,10.29,0.35
202008101720,8815.94,110.093,422.87,0.2,0.2,9.95,0.2,0.42,10.29,0.34
202008101730,8832.283,108.576,410.021,0.2,0.2,10,0.21,0.42,10.33,0.33
202008101740,8885.256,135.349,419.806,0.2,0.2,10.06,0.23,0.43,10.34,0.28
202008101750,9049.905,146.57,432.873,0.2,0.2,10.08,0.22,0.43,10.35,0.27
202008101800,9067.951,155.355,403.79,1,1,10.09,0.17,0.39,10.38,0.29
202008101810,9088.654,166.461,271.601,3,3.2,10.13,0.19,0.41,10.4,0.27
202008101820,9100.397,227.216,337.309,3.4,3.6,10.17,0.22,0.42,10.41,0.24
202008101830,9118.586,348.17,456.746,5,5.2,10.18,0.18,0.39,10.42,0.24
202008101840,9133.691,528.849,664.198,7.4,7.6,10.22,0.16,0.39,10.45,0.23
202008101850,9155.045,590.853,737.423,10.2,10.4,10.22,0.14,0.36,10.49,0.27
202008101900,9178.044,655.414,810.769,10.8,11.8,10.26,0.17,0.34,10.51,0.25
202008101910,9197.23,681.207,847.668,9,12,10.29,0.16,0.35,10.53,0.24
202008101920,9235.746,643.509,870.725,8.6,12,10.29,0.12,0.34,10.55,0.26
202008101930,9265.156,516.157,864.327,7,12,10.33,0.15,0.33,10.56,0.23
202008101940,9289.046,319.377,848.226,4.6,12,10.34,0.12,0.28,10.58,0.24
202008101950,9321.506,231.045,821.898,1.8,12,10.35,0.13,0.27,10.59,0.24
202008102000,9405.26,137.127,792.541,0.4,11.2,10.38,0.12,0.29,10.58,0.2
202008102010,9545.4,36.276,717.483,0,9,10.4,0.11,0.27,10.58,0.18
202008102020,9764.595,9.38,652.889,0,8.6,10.41,0.12,0.24,10.59,0.18
202008102030,9856.009,7.215,523.372,0,7,10.42,0.09,0.24,10.62,0.2
202008102040,9944.46,-17.867,301.51,0.6,5.2,10.45,0.11,0.23,10.6,0.15
202008102050,10002.713,-35.043,196.002,0.6,2.4,10.49,0.14,0.27,10.65,0.16
202008102100,10048.769,-16.738,120.389,0.6,1,10.51,0.13,0.25,10.68,0.17
202008102110,10061.557,18.501,54.777,0.6,0.6,10.53,0.13,0.24,10.72,0.19
202008102120,10083.972,-18.509,-9.129,0.6,0.6,10.55,0.14,0.26,10.73,0.18
202008102130,10087.054,-66.876,-59.661,0.6,0.6,10.56,0.14,0.23,10.76,0.2
202008102140,10081.587,-138.091,-155.958,0,0.6,10.58,0.13,0.24,10.79,0.21
202008102150,10038.989,-163.68,-198.723,0,0.6,10.59,0.1,0.24,10.8,0.21
202008102200,10058.149,-105,-121.738,0,0.6,10.58,0.07,0.2,10.84,0.26
202008102210,10068.772,276,294.501,0,0.6,10.58,0.05,0.18,10.84,0.26
202008102220,10066.105,422.784,404.275,0.4,1,10.59,0.04,0.18,10.84,0.25
202008102230,10052.011,222.783,155.907,0.4,1,10.62,0.06,0.2,10.83,0.21
202008102240,10064.849,371.206,233.115,0.6,0.6,10.6,0.02,0.15,10.83,0.23
202008102250,10057.49,310.721,147.041,0.8,0.8,10.65,0.06,0.16,10.83,0.18
202008102300,10039.64,-43.083,-148.083,2.2,2.2,10.68,0.1,0.17,10.81,0.13
202008102310,10001.896,-696.15,-420.15,6.2,6.2,10.72,0.14,0.19,10.79,0.07
202008102320,9928.014,-1089.105,-666.321,7.6,8,10.73,0.14,0.18,10.76,0.03
202008102330,9888.331,-1081.595,-858.812,10.2,10.6,10.76,0.14,0.2,10.75,-0.01
202008102340,9959.849,-1322.839,-951.633,12.4,13,10.79,0.19,0.21,10.73,-0.06
202008102350,10333.49,-1387.121,-1076.4,14.8,15.6,10.8,0.15,0.21,10.72,-0.08
202008102400,10462.424,-1230.405,-1273.488,15.2,17.4,10.84,0.16,0.26,10.67,-0.17
202008110010,10224.679,-1057.345,-1753.495,11.8,18,10.84,0.12,0.26,10.65,-0.19
202008110020,10299.22,-882.247,-1971.352,10.4,18,10.84,0.11,0.25,10.62,-0.22
202008110030,10199.052,-754.348,-1835.943,8,18.2,10.83,0.07,0.21,10.6,-0.23
202008110040,9916.766,-673.746,-1996.585,5.6,18,10.83,0.04,0.23,10.56,-0.27
202008110050,9637.34,-593.832,-1980.953,3,17.8,10.83,0.03,0.18,10.54,-0.29
202008110100,9373.319,-536.067,-1766.472,1.6,16.8,10.81,-0.03,0.13,10.5,-0.31
202008110110,9143.084,-494.23,-1551.575,1.2,13,10.79,-0.05,0.07,10.47,-0.32
202008110120,8976.381,-467.465,-1349.712,1.6,12,10.76,-0.08,0.03,10.44,-0.32
202008110130,8811.931,-420.606,-1174.954,2,10,10.75,-0.08,-0.01,10.41,-0.34
202008110140,8686.361,-417.088,-1090.834,2.6,8.2,10.73,-0.1,-0.06,10.37,-0.36
202008110150,8579.995,-386.417,-980.249,3.2,6.2,10.72,-0.11,-0.08,10.37,-0.35
202008110200,8491.072,-382.112,-918.179,3.4,5,10.67,-0.14,-0.17,10.33,-0.34
202008110210,8388.736,-369.559,-863.789,4.2,5.4,10.65,-0.14,-0.19,10.31,-0.34
202008110220,8302.635,-369.039,-836.504,4,5.6,10.62,-0.14,-0.22,10.3,-0.32
202008110230,8218.099,-376.983,-797.589,4,6,10.6,-0.15,-0.23,10.26,-0.34
202008110240,8150.294,-355.299,-772.387,4.2,6.8,10.56,-0.17,-0.27,10.25,-0.31
202008110250,8085.765,-362.8,-749.217,4.8,8,10.54,-0.18,-0.29,10.21,-0.33
202008110300,8023.607,-355.835,-737.947,6.4,9.8,10.5,-0.17,-0.31,10.2,-0.3
202008110310,7968.13,-364.624,-734.183,7.4,11.6,10.47,-0.18,-0.32,10.16,-0.31
202008110320,7885.547,-374.561,-743.6,8,12,10.44,-0.18,-0.32,10.14,-0.3
202008110330,7831.682,-363.87,-740.853,9.2,13.2,10.41,-0.19,-0.34,10.14,-0.27
202008110340,7768.182,-365.48,-720.779,10,14.2,10.37,-0.19,-0.36,10.11,-0.26
202008110350,7716.206,-355.312,-718.112,11.8,16.6,10.37,-0.17,-0.35,10.09,-0.28
202008110400,7654.568,-364.647,-720.482,12.2,18.6,10.33,-0.17,-0.34,10.08,-0.25
202008110410,7591.147,-349.742,-714.366,13.6,21,10.31,-0.16,-0.34,10.06,-0.25
202008110420,7530.248,-319.036,-693.597,15.6,23.6,10.3,-0.14,-0.32,10.05,-0.25
202008110430,7468.882,-314.956,-678.826,14.6,23.8,10.26,-0.15,-0.34,10.03,-0.23
202008110440,7412.347,-237.525,-603.005,13.6,23.6,10.25,-0.12,-0.31,10.04,-0.21
202008110450,7351.582,-116.597,-471.909,10.6,22.4,10.21,-0.16,-0.33,10.04,-0.17
202008110500,7280.007,-86.883,-451.53,8.4,20.6,10.2,-0.13,-0.3,10.03,-0.17
202008110510,7227.277,-69.993,-419.735,5.6,19.2,10.16,-0.15,-0.31,10.02,-0.14
202008110520,7164.768,-54.897,-373.933,3.2,18.8,10.14,-0.16,-0.3,10,-0.14
202008110530,7113.57,-9.385,-324.341,2.6,17.2,10.14,-0.12,-0.27,10,-0.14
202008110540,7047.7,-88.517,-326.042,2.6,16.2,10.11,-0.14,-0.26,10,-0.11
202008110550,7001.84,-201.12,-317.717,3.6,14.2,10.09,-0.12,-0.28,10,-0.09
202008110600,6960.971,-117.37,-204.253,4.2,12.6,10.08,-0.12,-0.25,9.99,-0.09
202008110610,6912.321,-47.08,-117.073,4.8,10.4,10.06,-0.1,-0.25,9.99,-0.07
202008110620,6927.243,-7.247,-62.144,5.4,8.6,10.05,-0.09,-0.25,9.97,-0.08
202008110630,6996.973,-50.441,-59.826,6,8.6,10.03,-0.11,-0.23,9.95,-0.08
202008110640,6960.817,2.419,-86.098,6.2,8.8,10.04,-0.07,-0.21,9.95,-0.09
202008110650,6931.847,23.25,-177.87,5.8,9.4,10.04,-0.05,-0.17,9.95,-0.09
202008110700,6906.074,-67.773,-185.143,6.2,10.4,10.03,-0.05,-0.17,9.93,-0.1
202008110710,6902.936,-147.3,-194.38,5.6,10.4,10.02,-0.04,-0.14,9.92,-0.1
202008110720,6838.726,-203.858,-211.105,4.4,9.8,10,-0.05,-0.14,9.9,-0.1
202008110730,6795.853,-201.581,-252.022,3.8,9.8,10,-0.03,-0.14,9.88,-0.12
202008110740,6843.447,-237.812,-235.393,3.6,9.8,10,-0.04,-0.11,9.86,-0.14
202008110750,6884.767,-246.367,-223.117,3,8.8,10,-0.04,-0.09,9.84,-0.16
202008110800,6898.827,-245.41,-313.183,1.6,7.8,9.99,-0.04,-0.09,9.83,-0.16
202008110810,6852.495,-248.683,-395.983,1,6.6,9.99,-0.03,-0.07,9.81,-0.18
202008110820,6841.145,-243.458,-447.316,0.8,5.2,9.97,-0.03,-0.08,9.78,-0.19
202008110830,6819.103,-233.681,-435.262,0.6,4.4,9.95,-0.05,-0.08,9.76,-0.19
202008110840,6775.674,-223.975,-461.787,0,3.6,9.95,-0.05,-0.09,9.74,-0.21
202008110850,6737.467,-227.227,-473.594,0,3,9.95,-0.05,-0.09,9.72,-0.23
202008110900,6694.969,-225.676,-471.086,0,1.6,9.93,-0.06,-0.1,9.7,-0.23
202008110910,6650.914,-215.627,-464.31,0,1,9.92,-0.07,-0.1,9.66,-0.26
202008110920,6603.333,-206.622,-450.08,0,0.8,9.9,-0.07,-0.1,9.62,-0.28
202008110930,6572.736,-211.711,-445.392,0,0.6,9.88,-0.07,-0.12,9.59,-0.29
202008110940,6530.264,-214.093,-438.068,0,0,9.86,-0.09,-0.14,9.55,-0.31
202008110950,6488.784,-204.691,-431.918,0,0,9.84,-0.11,-0.16,9.52,-0.32
202008111000,6451.511,-197.315,-422.991,0,0,9.83,-0.1,-0.16,9.48,-0.35
202008111010,6417.233,-191.77,-407.397,0,0,9.81,-0.11,-0.18,9.44,-0.37
